"ID";"Name";"NumberOfPersons";"global_id";"Year";"Month";
"Код";"Имя";"Количество человек";"global_id";"Год";"Месяц";
"1";"Александр";"253";"37750243";"2015";"январь";
"2";"Михаил";"247";"37750244";"2015";"январь";
"3";"Иван";"226";"37750245";"2015";"январь";
"4";"Максим";"208";"37750246";"2015";"январь";
"5";"Артём";"190";"37750247";"2015";"январь";
"6";"Даниил";"171";"62361364";"2015";"январь";
"7";"Дмитрий";"164";"62361365";"2015";"январь";
"8";"Кирилл";"151";"62361366";"2015";"январь";
"9";"Андрей";"130";"62361367";"2015";"январь";
"10";"Егор";"126";"62361368";"2015";"январь";
"11";"Илья";"122";"62361369";"2015";"январь";
"12";"Алексей";"108";"62361370";"2015";"январь";
"13";"Владимир";"107";"62361371";"2015";"январь";
"14";"Матвей";"102";"62361372";"2015";"январь";
"15";"Тимофей";"102";"62361373";"2015";"январь";
"16";"Ярослав";"91";"62361374";"2015";"январь";
"17";"Роман";"90";"62361375";"2015";"январь";
"18";"Фёдор";"87";"62361376";"2015";"январь";
"19";"Никита";"87";"62361377";"2015";"январь";
"20";"Марк";"85";"62361378";"2015";"январь";
"21";"Сергей";"84";"62361379";"2015";"январь";
"22";"Николай";"70";"62361380";"2015";"январь";
"23";"Владислав";"63";"62361381";"2015";"январь";
"24";"Степан";"61";"62361382";"2015";"январь";
"25";"Глеб";"57";"62361383";"2015";"январь";
"26";"Лев";"51";"62361384";"2015";"январь";
"27";"Павел";"51";"62361385";"2015";"январь";
"28";"Евгений";"50";"62361387";"2015";"январь";
"29";"Арсений";"49";"62361388";"2015";"январь";
"30";"Константин";"49";"62361389";"2015";"январь";
"31";"Георгий";"48";"62361390";"2015";"январь";
"32";"Григорий";"46";"62361392";"2015";"январь";
"33";"Тимур";"44";"62361393";"2015";"январь";
"34";"Макар";"40";"62361394";"2015";"январь";
"35";"Игорь";"39";"62361396";"2015";"январь";
"36";"Руслан";"36";"62361397";"2015";"январь";
"37";"Пётр";"36";"62361398";"2015";"январь";
"38";"Виктор";"35";"62361400";"2015";"январь";
"39";"Денис";"35";"62361401";"2015";"январь";
"40";"Семён";"34";"62361402";"2015";"январь";
"41";"Платон";"33";"62361404";"2015";"январь";
"42";"Артемий";"32";"62361405";"2015";"январь";
"43";"Богдан";"31";"62361406";"2015";"январь";
"44";"Василий";"30";"62361407";"2015";"январь";
"45";"Юрий";"30";"62361409";"2015";"январь";
"46";"Давид";"29";"62361410";"2015";"январь";
"47";"Данила";"29";"62361411";"2015";"январь";
"48";"Леонид";"28";"62361412";"2015";"январь";
"49";"Антон";"28";"62361413";"2015";"январь";
"50";"Вячеслав";"26";"62361414";"2015";"январь";
"51";"Амир";"26";"62361415";"2015";"январь";
"52";"Захар";"25";"62361416";"2015";"январь";
"53";"Мирон";"25";"62361417";"2015";"январь";
"54";"Савелий";"23";"62361418";"2015";"январь";
"55";"Всеволод";"21";"62361419";"2015";"январь";
"56";"Артур";"20";"62361420";"2015";"январь";
"57";"Адам";"19";"62361421";"2015";"январь";
"58";"Елисей";"19";"62361422";"2015";"январь";
"59";"Родион";"18";"62361423";"2015";"январь";
"60";"Олег";"18";"62361424";"2015";"январь";
"61";"Филипп";"17";"62361425";"2015";"январь";
"62";"Даниэль";"17";"62361427";"2015";"январь";
"63";"Вадим";"17";"62361428";"2015";"январь";
"64";"Лука";"17";"62361429";"2015";"январь";
"65";"Демид";"16";"62361430";"2015";"январь";
"66";"Умар";"15";"62361431";"2015";"январь";
"67";"Святослав";"15";"62361432";"2015";"январь";
"68";"Ян";"14";"62361433";"2015";"январь";
"69";"Дамир";"14";"62361434";"2015";"январь";
"70";"Данил";"14";"62361435";"2015";"январь";
"71";"Тихон";"13";"62361436";"2015";"январь";
"72";"Борис";"13";"62361437";"2015";"январь";
"73";"Гордей";"13";"62361438";"2015";"январь";
"74";"Артем";"12";"62361439";"2015";"январь";
"75";"Роберт";"11";"62361440";"2015";"январь";
"76";"Серафим";"11";"62361441";"2015";"январь";
"77";"Мирослав";"11";"62361442";"2015";"январь";
"78";"Валерий";"11";"62361443";"2015";"январь";
"79";"Виталий";"11";"62361444";"2015";"январь";
"80";"Мухаммад";"10";"62361445";"2015";"январь";
"81";"Марат";"10";"62361447";"2015";"январь";
"82";"Станислав";"10";"62361448";"2015";"январь";
"83";"Муслим";"10";"62361449";"2015";"январь";
"84";"Амин";"9";"62361450";"2015";"январь";
"85";"Герман";"9";"62361451";"2015";"январь";
"86";"Камиль";"9";"62361452";"2015";"январь";
"87";"Савва";"9";"62361453";"2015";"январь";
"88";"Али";"9";"62361454";"2015";"январь";
"89";"Тамерлан";"8";"62361455";"2015";"январь";
"90";"Юсуф";"8";"62361456";"2015";"январь";
"91";"Яков";"8";"62361457";"2015";"январь";
"92";"Рустам";"8";"62361458";"2015";"январь";
"93";"Эмиль";"7";"62361459";"2015";"январь";
"94";"Билал";"7";"62361460";"2015";"январь";
"95";"Нурислам";"7";"62361461";"2015";"январь";
"96";"Данис";"6";"62361462";"2015";"январь";
"97";"Ислам";"6";"62361463";"2015";"январь";
"98";"Эрик";"6";"62361464";"2015";"январь";
"99";"Игнат";"6";"62361465";"2015";"январь";
"736";"Артемий";"47";"62365937";"2015";"август";
"737";"Мирон";"47";"62365938";"2015";"август";
"738";"Семён";"46";"62365939";"2015";"август";
"739";"Григорий";"45";"62365940";"2015";"август";
"740";"Евгений";"43";"62365941";"2015";"август";
"741";"Леонид";"42";"62365942";"2015";"август";
"742";"Антон";"40";"62365943";"2015";"август";
"743";"Игорь";"36";"62365944";"2015";"август";
"744";"Пётр";"33";"62365945";"2015";"август";
"745";"Данила";"32";"62365946";"2015";"август";
"746";"Захар";"29";"62365947";"2015";"август";
"747";"Богдан";"28";"62365948";"2015";"август";
"748";"Даниэль";"27";"62365949";"2015";"август";
"749";"Руслан";"27";"62365950";"2015";"август";
"750";"Василий";"26";"62365951";"2015";"август";
"751";"Олег";"25";"62365952";"2015";"август";
"752";"Вадим";"24";"62365953";"2015";"август";
"753";"Виктор";"24";"62365954";"2015";"август";
"754";"Дамир";"24";"62365956";"2015";"август";
"755";"Тихон";"24";"62365957";"2015";"август";
"756";"Юрий";"23";"62365958";"2015";"август";
"757";"Демид";"22";"62365959";"2015";"август";
"758";"Герман";"21";"62365960";"2015";"август";
"759";"Амир";"20";"62365961";"2015";"август";
"760";"Савва";"20";"62365962";"2015";"август";
"761";"Савелий";"20";"62365963";"2015";"август";
"762";"Вячеслав";"19";"62365964";"2015";"август";
"763";"Елисей";"19";"62365965";"2015";"август";
"764";"Родион";"19";"62365966";"2015";"август";
"765";"Данил";"18";"62365967";"2015";"август";
"766";"Святослав";"18";"62365968";"2015";"август";
"767";"Роберт";"17";"62365969";"2015";"август";
"768";"Лука";"16";"62365970";"2015";"август";
"769";"Мухаммад";"16";"62365971";"2015";"август";
"770";"Станислав";"16";"62365972";"2015";"август";
"771";"Умар";"16";"62365973";"2015";"август";
"772";"Мирослав";"15";"62365974";"2015";"август";
"773";"Али";"14";"62365975";"2015";"август";
"774";"Артур";"14";"62365976";"2015";"август";
"775";"Всеволод";"14";"62365977";"2015";"август";
"776";"Серафим";"14";"62365978";"2015";"август";
"777";"Филипп";"14";"62365979";"2015";"август";
"778";"Артем";"13";"62365980";"2015";"август";
"779";"Адам";"13";"62365981";"2015";"август";
"780";"Анатолий";"12";"62365982";"2015";"август";
"781";"Борис";"12";"62365983";"2015";"август";
"782";"Демьян";"12";"62365984";"2015";"август";
"783";"Эмир";"12";"62365985";"2015";"август";
"784";"Виталий";"11";"62365986";"2015";"август";
"785";"Эмиль";"11";"62365987";"2015";"август";
"786";"Гордей";"9";"62365988";"2015";"август";
"787";"Максимилиан";"9";"62365989";"2015";"август";
"788";"Марат";"9";"62365990";"2015";"август";
"789";"Алихан";"8";"62365991";"2015";"август";
"790";"Валерий";"8";"62365992";"2015";"август";
"791";"Ильяс";"8";"62365993";"2015";"август";
"792";"Эрик";"8";"62365994";"2015";"август";
"793";"Данияр";"7";"62365995";"2015";"август";
"794";"Камиль";"7";"62365996";"2015";"август";
"795";"Федор";"7";"62365997";"2015";"август";
"796";"Ян";"7";"62365998";"2015";"август";
"797";"Аким";"6";"62365999";"2015";"август";
"798";"Данис";"6";"62366000";"2015";"август";
"799";"Карим";"6";"62366002";"2015";"август";
"800";"Леон";"6";"62366003";"2015";"август";
"801";"Максим";"276";"62366004";"2015";"сентябрь";
"802";"Александр";"275";"62366005";"2015";"сентябрь";
"803";"Михаил";"249";"62366006";"2015";"сентябрь";
"804";"Артём";"233";"62366007";"2015";"сентябрь";
"805";"Дмитрий";"218";"62366008";"2015";"сентябрь";
"806";"Иван";"217";"62366009";"2015";"сентябрь";
"807";"Даниил";"186";"62366010";"2015";"сентябрь";
"808";"Тимофей";"147";"62366011";"2015";"сентябрь";
"809";"Матвей";"133";"62366012";"2015";"сентябрь";
"810";"Илья";"131";"62366013";"2015";"сентябрь";
"811";"Егор";"122";"62366014";"2015";"сентябрь";
"812";"Никита";"121";"62366015";"2015";"сентябрь";
"813";"Андрей";"120";"62366016";"2015";"сентябрь";
"814";"Кирилл";"117";"62366017";"2015";"сентябрь";
"815";"Роман";"116";"62366018";"2015";"сентябрь";
"816";"Ярослав";"115";"62366019";"2015";"сентябрь";
"817";"Владимир";"111";"62366020";"2015";"сентябрь";
"818";"Алексей";"110";"62366021";"2015";"сентябрь";
"819";"Марк";"103";"62366022";"2015";"сентябрь";
"820";"Степан";"93";"62366023";"2015";"сентябрь";
"821";"Лев";"90";"62366024";"2015";"сентябрь";
"822";"Фёдор";"90";"62366025";"2015";"сентябрь";
"823";"Сергей";"78";"62366026";"2015";"сентябрь";
"824";"Арсений";"72";"62366027";"2015";"сентябрь";
"825";"Глеб";"72";"62366028";"2015";"сентябрь";
"826";"Владислав";"68";"62366029";"2015";"сентябрь";
"827";"Павел";"68";"62366030";"2015";"сентябрь";
"828";"Георгий";"67";"62366031";"2015";"сентябрь";
"829";"Константин";"67";"62366032";"2015";"сентябрь";
"830";"Тимур";"67";"62366033";"2015";"сентябрь";
"831";"Денис";"57";"62366034";"2015";"сентябрь";
"832";"Евгений";"52";"62366035";"2015";"сентябрь";
"833";"Давид";"50";"62366036";"2015";"сентябрь";
"834";"Григорий";"49";"62366037";"2015";"сентябрь";
"835";"Макар";"49";"62366039";"2015";"сентябрь";
"836";"Семён";"49";"62366040";"2015";"сентябрь";
"837";"Николай";"46";"62366041";"2015";"сентябрь";
"838";"Данила";"43";"62366042";"2015";"сентябрь";
"839";"Руслан";"39";"62366043";"2015";"сентябрь";
"840";"Артемий";"36";"62366044";"2015";"сентябрь";
"841";"Виктор";"35";"62366045";"2015";"сентябрь";
"842";"Захар";"34";"62366046";"2015";"сентябрь";
"843";"Игорь";"34";"62366047";"2015";"сентябрь";
"844";"Амир";"33";"62366048";"2015";"сентябрь";
"845";"Леонид";"33";"62366049";"2015";"сентябрь";
"846";"Вячеслав";"32";"62366050";"2015";"сентябрь";
"847";"Платон";"32";"62366051";"2015";"сентябрь";
"848";"Антон";"30";"62366052";"2015";"сентябрь";
"849";"Даниэль";"27";"62366053";"2015";"сентябрь";
"850";"Елисей";"27";"62366054";"2015";"сентябрь";
"851";"Олег";"27";"62366055";"2015";"сентябрь";
"852";"Артур";"26";"62366056";"2015";"сентябрь";
"853";"Богдан";"26";"62366057";"2015";"сентябрь";
"854";"Демид";"26";"62366058";"2015";"сентябрь";
"855";"Мирон";"26";"62366059";"2015";"сентябрь";
"856";"Пётр";"26";"62366060";"2015";"сентябрь";
"857";"Всеволод";"25";"62366061";"2015";"сентябрь";
"858";"Святослав";"25";"62366063";"2015";"сентябрь";
"859";"Умар";"23";"62366064";"2015";"сентябрь";
"860";"Василий";"22";"62366065";"2015";"сентябрь";
"861";"Лука";"22";"62366066";"2015";"сентябрь";
"862";"Вадим";"19";"62366067";"2015";"сентябрь";
"863";"Герман";"19";"62366068";"2015";"сентябрь";
"864";"Мухаммад";"19";"62366069";"2015";"сентябрь";
"865";"Тихон";"19";"62366070";"2015";"сентябрь";
"866";"Юрий";"19";"62366071";"2015";"сентябрь";
"867";"Борис";"18";"62366072";"2015";"сентябрь";
"868";"Али";"17";"62366073";"2015";"сентябрь";
"869";"Адам";"16";"62366074";"2015";"сентябрь";
"870";"Гордей";"16";"62366075";"2015";"сентябрь";
"871";"Родион";"16";"62366076";"2015";"сентябрь";
"872";"Федор";"16";"62366077";"2015";"сентябрь";
"873";"Дамир";"15";"62366078";"2015";"сентябрь";
"874";"Савелий";"15";"62366079";"2015";"сентябрь";
"875";"Роберт";"14";"62366080";"2015";"сентябрь";
"876";"Арсен";"13";"62366081";"2015";"сентябрь";
"877";"Демьян";"13";"62366082";"2015";"сентябрь";
"878";"Мирослав";"13";"62366083";"2015";"сентябрь";
"879";"Валерий";"12";"62366084";"2015";"сентябрь";
"880";"Марат";"12";"62366085";"2015";"сентябрь";
"881";"Станислав";"12";"62366086";"2015";"сентябрь";
"882";"Филипп";"12";"62366087";"2015";"сентябрь";
"883";"Артем";"10";"62366088";"2015";"сентябрь";
"884";"Данил";"10";"62366089";"2015";"сентябрь";
"885";"Муслим";"10";"62366090";"2015";"сентябрь";
"886";"Эмин";"10";"62366091";"2015";"сентябрь";
"887";"Анатолий";"9";"62366092";"2015";"сентябрь";
"888";"Савва";"9";"62366093";"2015";"сентябрь";
"889";"Эмир";"9";"62366094";"2015";"сентябрь";
"890";"Яков";"9";"62366095";"2015";"сентябрь";
"891";"Ибрагим";"8";"62366096";"2015";"сентябрь";
"892";"Серафим";"8";"62366097";"2015";"сентябрь";
"893";"Сулейман";"8";"62366098";"2015";"сентябрь";
"894";"Алинур";"7";"62366099";"2015";"сентябрь";
"895";"Игнат";"7";"62366100";"2015";"сентябрь";
"896";"Алан";"6";"62366101";"2015";"сентябрь";
"897";"Виталий";"6";"62366102";"2015";"сентябрь";
"898";"Леон";"6";"62366103";"2015";"сентябрь";
"899";"Максимилиан";"6";"62366104";"2015";"сентябрь";
"900";"Рафаэль";"6";"62366105";"2015";"сентябрь";
"901";"Александр";"301";"62366106";"2015";"октябрь";
"902";"Максим";"274";"62366107";"2015";"октябрь";
"903";"Михаил";"258";"62366108";"2015";"октябрь";
"904";"Иван";"237";"62366109";"2015";"октябрь";
"905";"Дмитрий";"220";"62366110";"2015";"октябрь";
"906";"Артём";"211";"62366111";"2015";"октябрь";
"907";"Даниил";"191";"62366112";"2015";"октябрь";
"908";"Алексей";"161";"62366113";"2015";"октябрь";
"909";"Андрей";"159";"62366114";"2015";"октябрь";
"910";"Матвей";"146";"62366116";"2015";"октябрь";
"911";"Владимир";"138";"62366117";"2015";"октябрь";
"912";"Кирилл";"133";"62366119";"2015";"октябрь";
"913";"Роман";"129";"62366120";"2015";"октябрь";
"914";"Егор";"124";"62366121";"2015";"октябрь";
"915";"Илья";"122";"62366123";"2015";"октябрь";
"916";"Никита";"116";"62366124";"2015";"октябрь";
"917";"Марк";"112";"62366125";"2015";"октябрь";
"918";"Тимофей";"112";"62366127";"2015";"октябрь";
"919";"Сергей";"103";"62366128";"2015";"октябрь";
"920";"Лев";"98";"62366129";"2015";"октябрь";
"921";"Ярослав";"94";"62366130";"2015";"октябрь";
"922";"Степан";"90";"62366131";"2015";"октябрь";
"923";"Фёдор";"88";"62366132";"2015";"октябрь";
"924";"Владислав";"86";"62366133";"2015";"октябрь";
"925";"Константин";"84";"62366134";"2015";"октябрь";
"926";"Георгий";"75";"62366135";"2015";"октябрь";
"927";"Тимур";"75";"62366136";"2015";"октябрь";
"928";"Павел";"70";"62366137";"2015";"октябрь";
"929";"Николай";"63";"62366138";"2015";"октябрь";
"930";"Мирон";"62";"62366139";"2015";"октябрь";
"931";"Глеб";"60";"62366140";"2015";"октябрь";
"932";"Давид";"58";"62366141";"2015";"октябрь";
"933";"Денис";"56";"62366142";"2015";"октябрь";
"934";"Григорий";"50";"62366143";"2015";"октябрь";
"935";"Семён";"47";"62366144";"2015";"октябрь";
"936";"Арсений";"46";"62366145";"2015";"октябрь";
"937";"Евгений";"46";"62366146";"2015";"октябрь";
"938";"Платон";"46";"62366148";"2015";"октябрь";
"939";"Макар";"45";"62366149";"2015";"октябрь";
"940";"Артемий";"40";"62366150";"2015";"октябрь";
"941";"Игорь";"40";"62366151";"2015";"октябрь";
"942";"Данила";"35";"62366152";"2015";"октябрь";
"943";"Амир";"34";"62366153";"2015";"октябрь";
"944";"Олег";"34";"62366154";"2015";"октябрь";
"945";"Василий";"33";"62366155";"2015";"октябрь";
"946";"Леонид";"32";"62366156";"2015";"октябрь";
"947";"Елисей";"31";"62366157";"2015";"октябрь";
"948";"Юрий";"31";"62366158";"2015";"октябрь";
"949";"Богдан";"30";"62366159";"2015";"октябрь";
"950";"Антон";"28";"62366160";"2015";"октябрь";
"951";"Захар";"28";"62366161";"2015";"октябрь";
"952";"Всеволод";"27";"62366162";"2015";"октябрь";
"953";"Даниэль";"27";"62366163";"2015";"октябрь";
"954";"Филипп";"26";"62366164";"2015";"октябрь";
"955";"Руслан";"25";"62366165";"2015";"октябрь";
"956";"Дамир";"24";"62366166";"2015";"октябрь";
"957";"Тихон";"24";"62366167";"2015";"октябрь";
"958";"Вадим";"20";"62366168";"2015";"октябрь";
"959";"Вячеслав";"20";"62366170";"2015";"октябрь";
"960";"Пётр";"20";"62366171";"2015";"октябрь";
"961";"Савелий";"20";"62366172";"2015";"октябрь";
"962";"Виктор";"19";"62366173";"2015";"октябрь";
"963";"Мирослав";"19";"62366174";"2015";"октябрь";
"964";"Роберт";"19";"62366175";"2015";"октябрь";
"965";"Артур";"18";"62366176";"2015";"октябрь";
"966";"Эмиль";"17";"62366177";"2015";"октябрь";
"967";"Демид";"16";"62366178";"2015";"октябрь";
"968";"Адам";"15";"62366179";"2015";"октябрь";
"969";"Герман";"15";"62366180";"2015";"октябрь";
"970";"Святослав";"15";"62366181";"2015";"октябрь";
"971";"Умар";"15";"62366182";"2015";"октябрь";
"972";"Родион";"14";"62366183";"2015";"октябрь";
"973";"Борис";"13";"62366184";"2015";"октябрь";
"974";"Станислав";"13";"62366185";"2015";"октябрь";
"975";"Али";"12";"62366186";"2015";"октябрь";
"976";"Артем";"12";"62366187";"2015";"октябрь";
"977";"Данил";"12";"62366188";"2015";"октябрь";
"978";"Лука";"12";"62366189";"2015";"октябрь";
"979";"Мухаммад";"12";"62366190";"2015";"октябрь";
"980";"Гордей";"11";"62366191";"2015";"октябрь";
"981";"Марсель";"11";"62366192";"2015";"октябрь";
"982";"Ростислав";"10";"62366194";"2015";"октябрь";
"983";"Амин";"9";"62366195";"2015";"октябрь";
"984";"Ибрагим";"9";"62366196";"2015";"октябрь";
"985";"Назар";"9";"62366197";"2015";"октябрь";
"986";"Савва";"9";"62366198";"2015";"октябрь";
"987";"Серафим";"9";"62366199";"2015";"октябрь";
"988";"Тигран";"9";"62366200";"2015";"октябрь";
"989";"Эрик";"9";"62366201";"2015";"октябрь";
"990";"Анатолий";"8";"62366202";"2015";"октябрь";
"991";"Валерий";"8";"62366203";"2015";"октябрь";
"992";"Виталий";"8";"62366204";"2015";"октябрь";
"993";"Демьян";"8";"62366205";"2015";"октябрь";
"994";"Яков";"8";"62366206";"2015";"октябрь";
"995";"Альберт";"7";"62366207";"2015";"октябрь";
"996";"Аким";"7";"62366208";"2015";"октябрь";
"997";"Алихан";"7";"62366209";"2015";"октябрь";
"998";"Алекс";"7";"62366210";"2015";"октябрь";
"999";"Архип";"7";"62366211";"2015";"октябрь";
"1000";"Леон";"7";"62366212";"2015";"октябрь";
"1001";"Александр";"267";"62366214";"2015";"ноябрь";
"1002";"Михаил";"251";"62366215";"2015";"ноябрь";
"1003";"Максим";"242";"62366216";"2015";"ноябрь";
"1004";"Артём";"223";"62366217";"2015";"ноябрь";
"1005";"Иван";"211";"62366218";"2015";"ноябрь";
"1006";"Дмитрий";"190";"62366219";"2015";"ноябрь";
"1007";"Даниил";"158";"62366220";"2015";"ноябрь";
"1008";"Андрей";"150";"62366221";"2015";"ноябрь";
"1009";"Матвей";"145";"62366222";"2015";"ноябрь";
"1010";"Кирилл";"142";"62366223";"2015";"ноябрь";
"1011";"Егор";"128";"62366224";"2015";"ноябрь";
"1012";"Илья";"125";"62366225";"2015";"ноябрь";
"1013";"Алексей";"124";"62366226";"2015";"ноябрь";
"1014";"Тимофей";"119";"62366227";"2015";"ноябрь";
"1015";"Никита";"116";"62366228";"2015";"ноябрь";
"1016";"Владимир";"115";"62366229";"2015";"ноябрь";
"1017";"Марк";"114";"62366230";"2015";"ноябрь";
"1018";"Роман";"103";"62366231";"2015";"ноябрь";
"1019";"Лев";"92";"62366232";"2015";"ноябрь";
"1020";"Георгий";"81";"62366233";"2015";"ноябрь";
"1021";"Константин";"79";"62366234";"2015";"ноябрь";
"1022";"Ярослав";"79";"62366235";"2015";"ноябрь";
"1023";"Фёдор";"78";"62366236";"2015";"ноябрь";
"1024";"Владислав";"77";"62366237";"2015";"ноябрь";
"1025";"Степан";"72";"62366238";"2015";"ноябрь";
"1026";"Сергей";"69";"62366239";"2015";"ноябрь";
"1027";"Николай";"64";"62366240";"2015";"ноябрь";
"1028";"Тимур";"64";"62366241";"2015";"ноябрь";
"1029";"Платон";"62";"62366242";"2015";"ноябрь";
"1030";"Арсений";"56";"62366243";"2015";"ноябрь";
"1031";"Павел";"55";"62366244";"2015";"ноябрь";
"1032";"Глеб";"54";"62366245";"2015";"ноябрь";
"1033";"Денис";"48";"62366246";"2015";"ноябрь";
"1034";"Давид";"42";"62366247";"2015";"ноябрь";
"1035";"Мирон";"40";"62366248";"2015";"ноябрь";
"1036";"Данила";"39";"62366249";"2015";"ноябрь";
"1037";"Пётр";"39";"62366250";"2015";"ноябрь";
"1038";"Григорий";"38";"62366251";"2015";"ноябрь";
"1039";"Виктор";"36";"62366252";"2015";"ноябрь";
"1040";"Макар";"36";"62366253";"2015";"ноябрь";
"1041";"Евгений";"35";"62366254";"2015";"ноябрь";
"1042";"Семён";"33";"62366255";"2015";"ноябрь";
"1043";"Артемий";"32";"62366256";"2015";"ноябрь";
"1044";"Богдан";"30";"62366257";"2015";"ноябрь";
"1045";"Василий";"30";"62366258";"2015";"ноябрь";
"1046";"Юрий";"30";"62366259";"2015";"ноябрь";
"1047";"Леонид";"27";"62366260";"2015";"ноябрь";
"1048";"Руслан";"26";"62366261";"2015";"ноябрь";
"1049";"Савелий";"26";"62366262";"2015";"ноябрь";
"1050";"Даниэль";"25";"62366263";"2015";"ноябрь";
"1051";"Игорь";"25";"62366264";"2015";"ноябрь";
"1052";"Лука";"25";"62366265";"2015";"ноябрь";
"1053";"Антон";"23";"62366266";"2015";"ноябрь";
"1054";"Олег";"23";"62366267";"2015";"ноябрь";
"1055";"Борис";"22";"62366268";"2015";"ноябрь";
"1056";"Вячеслав";"22";"62366269";"2015";"ноябрь";
"1057";"Артем";"21";"62366270";"2015";"ноябрь";
"1058";"Елисей";"21";"62366272";"2015";"ноябрь";
"1059";"Станислав";"21";"62366273";"2015";"ноябрь";
"1060";"Амир";"20";"62366274";"2015";"ноябрь";
"1061";"Всеволод";"20";"62366275";"2015";"ноябрь";
"1062";"Умар";"20";"62366276";"2015";"ноябрь";
"1063";"Захар";"19";"62366277";"2015";"ноябрь";
"1064";"Адам";"18";"62366278";"2015";"ноябрь";
"1065";"Вадим";"18";"62366279";"2015";"ноябрь";
"1066";"Гордей";"18";"62366280";"2015";"ноябрь";
"1067";"Артур";"17";"62366282";"2015";"ноябрь";
"1068";"Герман";"17";"62366283";"2015";"ноябрь";
"1069";"Демид";"17";"62366284";"2015";"ноябрь";
"1070";"Филипп";"17";"62366285";"2015";"ноябрь";
"1071";"Родион";"15";"62366286";"2015";"ноябрь";
"1072";"Тихон";"15";"62366287";"2015";"ноябрь";
"1073";"Савва";"14";"62366288";"2015";"ноябрь";
"1074";"Святослав";"13";"62366289";"2015";"ноябрь";
"1075";"Серафим";"13";"62366290";"2015";"ноябрь";
"1076";"Демьян";"12";"62366291";"2015";"ноябрь";
"1077";"Мирослав";"12";"62366292";"2015";"ноябрь";
"1078";"Данил";"11";"62366293";"2015";"ноябрь";
"1079";"Ильяс";"11";"62366294";"2015";"ноябрь";
"1080";"Мухаммад";"11";"62366295";"2015";"ноябрь";
"1081";"Роберт";"11";"62366296";"2015";"ноябрь";
"1082";"Анатолий";"10";"62366297";"2015";"ноябрь";
"1083";"Али";"10";"62366298";"2015";"ноябрь";
"1084";"Альберт";"10";"62366299";"2015";"ноябрь";
"1085";"Валерий";"10";"62366301";"2015";"ноябрь";
"1086";"Ибрагим";"10";"62366302";"2015";"ноябрь";
"1087";"Игнат";"9";"62366303";"2015";"ноябрь";
"1088";"Мартин";"9";"62366304";"2015";"ноябрь";
"1089";"Тигран";"9";"62366305";"2015";"ноябрь";
"1090";"Эмин";"9";"62366306";"2015";"ноябрь";
"1091";"Ян";"9";"62366307";"2015";"ноябрь";
"1092";"Виталий";"8";"62366308";"2015";"ноябрь";
"1093";"Эмир";"8";"62366309";"2015";"ноябрь";
"1094";"Эрик";"8";"62366310";"2015";"ноябрь";
"1095";"Арсен";"7";"62366311";"2015";"ноябрь";
"1096";"Ратмир";"7";"62366312";"2015";"ноябрь";
"1097";"Ростислав";"7";"62366313";"2015";"ноябрь";
"1098";"Саид";"7";"62366314";"2015";"ноябрь";
"1099";"Тамерлан";"7";"62366315";"2015";"ноябрь";
"1100";"Шамиль";"7";"62366316";"2015";"ноябрь";
"100";"Анатолий";"6";"62366321";"2015";"январь";
"101";"Максим";"242";"62366322";"2015";"февраль";
"102";"Александр";"228";"62366323";"2015";"февраль";
"103";"Артём";"207";"62366324";"2015";"февраль";
"104";"Михаил";"190";"62366325";"2015";"февраль";
"105";"Иван";"186";"62366326";"2015";"февраль";
"106";"Дмитрий";"147";"62366327";"2015";"февраль";
"107";"Егор";"136";"62366328";"2015";"февраль";
"108";"Кирилл";"120";"62366329";"2015";"февраль";
"109";"Андрей";"120";"62366330";"2015";"февраль";
"110";"Тимофей";"120";"62366331";"2015";"февраль";
"111";"Даниил";"117";"62366332";"2015";"февраль";
"112";"Илья";"116";"62366333";"2015";"февраль";
"113";"Алексей";"101";"62366334";"2015";"февраль";
"114";"Владимир";"97";"62366335";"2015";"февраль";
"115";"Матвей";"94";"62366336";"2015";"февраль";
"116";"Фёдор";"89";"62366337";"2015";"февраль";
"117";"Роман";"88";"62366338";"2015";"февраль";
"118";"Никита";"85";"62366339";"2015";"февраль";
"119";"Ярослав";"81";"62366340";"2015";"февраль";
"120";"Марк";"74";"62366341";"2015";"февраль";
"121";"Сергей";"70";"62366342";"2015";"февраль";
"122";"Владислав";"66";"62366343";"2015";"февраль";
"123";"Николай";"66";"62366344";"2015";"февраль";
"124";"Степан";"65";"62366345";"2015";"февраль";
"125";"Лев";"61";"62366346";"2015";"февраль";
"126";"Арсений";"58";"62366347";"2015";"февраль";
"127";"Тимур";"57";"62366348";"2015";"февраль";
"128";"Глеб";"56";"62366349";"2015";"февраль";
"129";"Семён";"56";"62366350";"2015";"февраль";
"130";"Константин";"53";"62366352";"2015";"февраль";
"131";"Георгий";"48";"62366353";"2015";"февраль";
"132";"Павел";"46";"62366354";"2015";"февраль";
"133";"Григорий";"45";"62366355";"2015";"февраль";
"134";"Давид";"43";"62366356";"2015";"февраль";
"135";"Денис";"42";"62366357";"2015";"февраль";
"136";"Макар";"38";"62366358";"2015";"февраль";
"137";"Данила";"36";"62366359";"2015";"февраль";
"138";"Руслан";"34";"62366361";"2015";"февраль";
"139";"Виктор";"33";"62366362";"2015";"февраль";
"140";"Амир";"32";"62366363";"2015";"февраль";
"141";"Евгений";"29";"62366364";"2015";"февраль";
